timestamp,temperature_norm,growth_norm,humidity_norm,co2_norm,growth_rate_norm,acceleration_norm,temperature_raw,growth_raw,humidity_raw,co2_raw,stage
2026-02-19 20:29:25,0.996,0.571,0.791,0.352,0.176,0.723,0.991,0.552,0.814,0.242,3
2026-02-19 20:30:27,0.996,0.567,0.807,0.338,0.185,0.735,0.991,0.517,0.823,0.231,3
2026-02-19 20:31:28,0.995,0.568,0.822,0.325,0.194,0.748,0.99,0.552,0.835,0.22,3
2026-02-19 20:32:28,0.994,0.564,0.838,0.313,0.197,0.76,0.988,0.517,0.851,0.215,3
2026-02-19 20:33:29,0.994,0.565,0.853,0.302,0.201,0.768,0.989,0.552,0.852,0.207,3
2026-02-19 20:34:29,0.993,0.569,0.869,0.292,0.214,0.776,0.988,0.586,0.875,0.204,3
2026-02-19 20:35:30,0.993,0.573,0.883,0.283,0.23,0.783,0.988,0.586,0.866,0.2,3
2026-02-19 20:36:30,0.993,0.581,0.895,0.275,0.257,0.794,0.989,0.621,0.865,0.2,3
2026-02-19 20:37:31,0.992,0.572,0.907,0.269,0.27,0.808,0.988,0.483,0.874,0.2,3
2026-02-19 20:38:32,0.992,0.572,0.918,0.265,0.277,0.823,0.99,0.552,0.88,0.201,3
2026-02-19 20:40:12,0.992,0.572,0.928,0.261,0.279,0.834,0.989,0.552,0.873,0.196,3
2026-02-19 20:41:14,0.989,0.568,0.936,0.255,0.269,0.837,0.974,0.517,0.876,0.187,3
2026-02-19 20:42:15,0.988,0.572,0.942,0.248,0.273,0.834,0.982,0.586,0.856,0.181,3
2026-02-19 20:43:15,0.988,0.568,0.945,0.241,0.273,0.825,0.982,0.517,0.843,0.172,3
2026-02-19 20:44:15,0.988,0.568,0.948,0.232,0.273,0.814,0.985,0.552,0.843,0.161,3
2026-02-19 20:45:16,0.987,0.569,0.954,0.225,0.277,0.803,0.983,0.552,0.869,0.159,3
2026-02-19 20:46:16,0.987,0.565,0.958,0.219,0.272,0.792,0.982,0.517,0.857,0.158,3
2026-02-19 20:47:16,0.987,0.562,0.961,0.214,0.268,0.78,0.983,0.517,0.856,0.158,3
2026-02-19 20:48:17,0.986,0.555,0.965,0.21,0.257,0.766,0.982,0.483,0.867,0.158,3
2026-02-19 20:49:17,0.985,0.552,0.97,0.207,0.244,0.749,0.978,0.517,0.877,0.158,3
2026-02-19 20:50:18,0.985,0.554,0.974,0.205,0.238,0.731,0.98,0.552,0.865,0.158,3
2026-02-19 20:51:19,0.984,0.552,0.976,0.203,0.234,0.712,0.98,0.517,0.861,0.158,3
2026-02-19 20:52:21,0.984,0.55,0.98,0.201,0.237,0.696,0.979,0.517,0.875,0.159,3
2026-02-19 20:53:23,0.984,0.544,0.984,0.201,0.235,0.685,0.979,0.483,0.88,0.162,3
2026-02-19 20:54:23,0.984,0.539,0.987,0.202,0.225,0.676,0.98,0.483,0.871,0.165,3
2026-02-19 20:55:25,0.984,0.538,0.989,0.202,0.218,0.668,0.985,0.517,0.873,0.166,3
2026-02-19 20:56:27,0.984,0.538,0.993,0.203,0.214,0.661,0.981,0.517,0.881,0.168,3
2026-02-19 20:57:28,0.985,0.537,0.996,0.204,0.215,0.654,0.985,0.517,0.886,0.17,3
2026-02-19 20:58:29,0.985,0.537,0.999,0.206,0.222,0.651,0.984,0.517,0.883,0.17,3
2026-02-19 20:59:30,0.986,0.532,1,0.207,0.224,0.652,0.984,0.483,0.868,0.173,3
2026-02-19 21:00:32,0.986,0.532,1,0.208,0.226,0.656,0.984,0.517,0.861,0.173,3
2026-02-19 21:01:33,0.986,0.532,0.999,0.209,0.229,0.662,0.985,0.517,0.858,0.173,3
2026-02-19 21:02:33,0.987,0.532,0.997,0.21,0.232,0.669,0.986,0.517,0.847,0.173,3
2026-02-19 21:03:34,0.987,0.524,0.993,0.209,0.23,0.676,0.984,0.448,0.834,0.166,3
2026-02-19 21:04:35,0.987,0.525,0.989,0.206,0.23,0.681,0.985,0.517,0.825,0.156,3
2026-02-19 21:05:38,0.987,0.526,0.986,0.202,0.231,0.686,0.985,0.517,0.835,0.15,3
2026-02-19 21:06:38,0.986,0.522,0.985,0.197,0.228,0.688,0.98,0.483,0.846,0.146,3
2026-02-19 21:07:41,0.986,0.523,0.985,0.194,0.235,0.691,0.984,0.517,0.852,0.145,3
2026-02-19 21:08:42,0.986,0.52,0.984,0.191,0.237,0.694,0.979,0.483,0.843,0.146,3
2026-02-19 21:09:43,0.985,0.517,0.984,0.19,0.235,0.697,0.98,0.483,0.849,0.149,3
2026-02-19 21:10:43,0.985,0.515,0.986,0.189,0.234,0.699,0.981,0.483,0.866,0.151,3
2026-02-19 21:11:44,0.985,0.513,0.987,0.189,0.23,0.7,0.983,0.483,0.859,0.154,3
2026-02-19 21:12:44,0.985,0.511,0.988,0.189,0.227,0.699,0.984,0.483,0.86,0.154,3
